gameid,top_blue,jng_blue,mid_blue,bot_blue,sup_blue,top_red,jng_red,mid_red,bot_red,sup_red,result
LOLTMNT03_201773,Rumble,Pantheon,Viktor,Aphelios,Thresh,Gnar,Volibear,Ahri,Ezreal,Pyke,1
LOLTMNT02_224470,K'Sante,Xin Zhao,Viktor,Ezreal,Neeko,Gnar,Pantheon,Azir,Kai'Sa,Rell,1
LOLTMNT06_105204,K'Sante,Xin Zhao,LeBlanc,Zeri,Rakan,Ambessa,Sejuani,Galio,Varus,Rell,1
LOLTMNT06_104228,K'Sante,Shaco,Orianna,Ezreal,Leona,Gnar,Xin Zhao,Ryze,Kalista,Renata Glasc,1
LOLTMNT02_224482,Renekton,Skarner,Viktor,Ezreal,Poppy,Jax,Lillia,Ambessa,Sivir,Rell,1
LOLTMNT02_224481,Sion,Zyra,Jayce,Varus,Leona,K'Sante,Viego,Syndra,Ezreal,Rell,0
LOLTMNT03_201780,Renekton,Lillia,Azir,Corki,Alistar,Ambessa,Wukong,Zoe,Jinx,Lulu,1
LOLTMNT05_114454,Rumble,Vi,Galio,Corki,Braum,K'Sante,Sejuani,Viktor,Miss Fortune,Rakan,1
LOLTMNT06_105214,Ornn,Wukong,Annie,Ezreal,Leona,Jayce,Pantheon,Ahri,Jinx,Maokai,0
LOLTMNT06_104232,Rumble,Nocturne,Orianna,Corki,Poppy,K'Sante,Vi,Ahri,Varus,Elise,0
LOLTMNT02_224484,Ambessa,Maokai,Azir,Kai'Sa,Nautilus,Ornn,Xin Zhao,Ahri,Sivir,Lulu,1
LOLTMNT06_105218,Ambessa,Lillia,Hwei,Varus,Nautilus,Rumble,Wukong,Aurora,Ezreal,Alistar,1
LOLTMNT03_201797,Karma,Wukong,Aurora,Corki,Poppy,Rumble,Ambessa,Zed,Kog'Maw,Alistar,1
LOLTMNT02_224486,Ambessa,Pantheon,Orianna,Corki,Neeko,Renekton,Wukong,Viktor,Zeri,Maokai,0
LOLTMNT05_114463,Ambessa,Xin Zhao,Azir,Ezreal,Alistar,Renekton,Viego,Sylas,Kai'Sa,Leona,0
LOLTMNT03_202713,Garen,Sejuani,Yone,Varus,Nautilus,Ambessa,Lillia,Viktor,Ezreal,Braum,1
LOLTMNT06_105221,K'Sante,Vi,Galio,Jinx,Braum,Gnar,Lillia,Hwei,Corki,Poppy,0
LOLTMNT02_223494,Cho'Gath,Lee Sin,Taliyah,Zeri,Alistar,Gnar,Pantheon,Viktor,Xayah,Braum,0
LOLTMNT06_105227,K'Sante,Xin Zhao,Viktor,Corki,Rakan,Gwen,Viego,Yone,Ashe,Rell,1
LOLTMNT05_113455,Jax,Amumu,Aurora,Tristana,Blitzcrank,Gragas,Wukong,Vladimir,Zeri,Lulu,1
LOLTMNT03_201821,K'Sante,Kindred,Orianna,Varus,Braum,Gragas,Vi,Ahri,Ezreal,Rell,0
LOLTMNT03_202740,Rumble,Vi,Azir,Sivir,Rakan,Galio,Wukong,Taliyah,Xayah,Rell,0
LOLTMNT02_223496,Shen,Vi,Aurelion Sol,Jinx,Renata Glasc,Galio,Skarner,Aurora,Twitch,Bard,0
LOLTMNT06_105235,Renekton,Sejuani,Azir,Kalista,Pyke,Cho'Gath,Maokai,Aurora,Varus,Renata Glasc,1
LOLTMNT03_201837,Gnar,Vi,Taliyah,Ezreal,Leona,K'Sante,Wukong,Cassiopeia,Corki,Nautilus,1
LOLTMNT06_104237,Jax,Skarner,Sylas,Sivir,Lulu,Gnar,Maokai,Vex,Zeri,Yuumi,1
LOLTMNT05_113457,Sion,Maokai,Orianna,Nilah,Senna,Gnar,Skarner,Syndra,Sivir,Rell,1
LOLTMNT03_202752,Maokai,Ivern,Yone,Jinx,Nautilus,Jax,Sejuani,Taliyah,Sivir,Taric,0
LOLTMNT06_104239,Sion,Wukong,Taliyah,Ezreal,Rakan,Gwen,Xin Zhao,Viktor,Zeri,Leona,1
LOLTMNT03_202764,Ornn,Skarner,Orianna,Varus,Poppy,Olaf,Lillia,Viktor,Miss Fortune,Rell,0
LOLTMNT06_105238,Gnar,Maokai,Taliyah,Kai'Sa,Rell,K'Sante,Sejuani,Azir,Ezreal,Pantheon,1
LOLTMNT06_104241,Ornn,Wukong,Orianna,Corki,Shen,Sett,Xin Zhao,Ahri,Miss Fortune,Leona,0
LOLTMNT03_201849,Renekton,Sejuani,Ryze,Twitch,Lulu,Sion,Ivern,Azir,Jinx,Rakan,0
LOLTMNT03_202795,Rumble,Jarvan IV,Sylas,Tristana,Amumu,Irelia,Nocturne,Syndra,Kai'Sa,Maokai,0
LOLTMNT03_201855,Fiora,Jax,Aurora,Caitlyn,Thresh,Gragas,Xin Zhao,Yone,Zeri,Blitzcrank,0
LOLTMNT03_201899,Ambessa,Kindred,Mel,Ezreal,Karma,Jax,Vi,Aurora,Kalista,Alistar,0
LOLTMNT03_202888,K'Sante,Taliyah,Ahri,Corki,Rell,Rumble,Skarner,Viktor,Varus,Renata Glasc,1
LOLTMNT03_202936,K'Sante,Graves,Cho'Gath,Jinx,Lulu,Maokai,Pantheon,Taliyah,Varus,Karma,1
LOLTMNT03_202941,Jayce,Nocturne,Taliyah,Corki,Rell,K'Sante,Vi,Ahri,Varus,Nautilus,0
LOLTMNT03_203001,K'Sante,Nocturne,Aurora,Zeri,Lulu,Ambessa,Xin Zhao,Azir,Corki,Braum,0
LOLTMNT03_203013,Ambessa,Vi,Taliyah,Kai'Sa,Poppy,Jayce,Viego,Zoe,Varus,Leona,1
LOLTMNT03_205007,Rumble,Pantheon,Yone,Yasuo,Rakan,Galio,Vi,Annie,Jinx,Tahm Kench,1
LOLTMNT03_204017,Ambessa,Viego,Galio,Ashe,Braum,K'Sante,Xin Zhao,Aurora,Miss Fortune,Rell,1
LOLTMNT03_205033,Ambessa,Nocturne,Akali,Kalista,Rell,Jayce,Zyra,Corki,Ezreal,Alistar,1
LOLTMNT03_205024,Rumble,Xin Zhao,Aurora,Jinx,Rell,Ambessa,Sejuani,Hwei,Zeri,Lulu,0
LOLTMNT05_115018,Rumble,Vi,Corki,Ezreal,Rell,K'Sante,Maokai,Yone,Kai'Sa,Alistar,1
LOLTMNT05_115019,Ornn,Sejuani,Azir,Jinx,Leona,Gwen,Xin Zhao,Taliyah,Varus,Nautilus,0
LOLTMNT05_115021,Sion,Jarvan IV,Ahri,Kalista,Braum,Cho'Gath,Lee Sin,Aurora,Draven,Renata Glasc,1
LOLTMNT05_115027,Jayce,Skarner,Syndra,Zeri,Karma,Camille,Amumu,Ryze,Sivir,Lulu,1
LOLTMNT03_204329,Skarner,Wukong,Cho'Gath,Jinx,Renata Glasc,Ambessa,Pantheon,Zoe,Aphelios,Braum,0
LOLTMNT03_205312,K'Sante,Xin Zhao,Aurora,Kai'Sa,Poppy,Ambessa,Vi,Syndra,Ezreal,Braum,0
11772-11772_game_1,Jayce,Vi,Ahri,Miss Fortune,Poppy,Wukong,Nidalee,Yone,Jhin,Leona,1
LOLTMNT03_204365,Sion,Zyra,Corki,Kai'Sa,Nautilus,K'Sante,Nocturne,Mel,Ezreal,Rell,1
LOLTMNT03_205333,Jax,Lillia,Corki,Miss Fortune,Rell,Udyr,Sejuani,Yone,Zeri,Rakan,0
LOLTMNT03_205334,Rumble,Skarner,Yone,Ezreal,Leona,Ambessa,Vi,Taliyah,Corki,Rakan,0
11772-11772_game_2,Gragas,Xin Zhao,Ryze,Varus,Rakan,Aatrox,Jax,Aurora,Kai'Sa,Alistar,1
LOLTMNT03_205340,Olaf,Skarner,Aurora,Ezreal,Rakan,Sion,Xin Zhao,Syndra,Varus,Zyra,0
LOLTMNT06_107080,Jax,Nocturne,Orianna,Kalista,Alistar,Ambessa,Pantheon,Ahri,Varus,Nautilus,1
LOLTMNT03_205346,Renekton,Trundle,Azir,Kai'Sa,Rell,Jayce,Skarner,Syndra,Ezreal,Leona,1
LOLTMNT03_204384,Udyr,Nocturne,Ryze,Kalista,Renata Glasc,K'Sante,Maokai,Hwei,Varus,Karma,1
LOLTMNT03_204386,Renekton,Wukong,Orianna,Varus,Pyke,Jayce,Maokai,Azir,Sivir,Lulu,0
LOLTMNT06_106072,Karma,Xin Zhao,Akali,Varus,Leona,Rumble,Maokai,Tristana,Ezreal,Nautilus,1
11772-11772_game_3,Ambessa,Lee Sin,Sylas,Xayah,Rell,Camille,Nocturne,Galio,Ashe,Lulu,1
LOLTMNT03_204418,Ambessa,Wukong,Hwei,Varus,Nautilus,K'Sante,Vi,Taliyah,Jhin,Alistar,0
LOLTMNT06_107089,Sion,Zyra,Corki,Ashe,Braum,Jayce,Karthus,Smolder,Sivir,Rell,0
LOLTMNT06_106074,K'Sante,Skarner,Aurora,Kai'Sa,Amumu,Camille,Ivern,Swain,Ezreal,Leona,0
11772-11772_game_4,Ornn,Maokai,Azir,Corki,Karma,K'Sante,Pantheon,Hwei,Draven,Elise,0
LOLTMNT03_204430,Jayce,Xin Zhao,Ahri,Xayah,Pantheon,Sion,Viego,Sylas,Kai'Sa,Rell,1
LOLTMNT03_204434,K'Sante,Viego,Aurora,Xayah,Poppy,Camille,Vi,Akali,Kai'Sa,Rakan,0
LOLTMNT03_205408,Ambessa,Sejuani,Hwei,Ezreal,Rakan,Jax,Xin Zhao,Orianna,Xayah,Nautilus,1
LOLTMNT03_204457,Gragas,Pantheon,Ahri,Caitlyn,Thresh,Aatrox,Volibear,Orianna,Corki,Elise,1
LOLTMNT06_107097,Rumble,Xin Zhao,Yone,Xayah,Seraphine,Gnar,Sejuani,Syndra,Corki,Karma,1
LOLTMNT06_107098,Renekton,Skarner,Azir,Kalista,Elise,Ambessa,Morgana,Cho'Gath,Jinx,Lulu,1
LOLTMNT03_204467,Ambessa,Vi,Azir,Ezreal,Leona,K'Sante,Lee Sin,Aurora,Varus,Rakan,1
LOLTMNT03_204478,Jayce,Maokai,Galio,Ashe,Braum,Aatrox,Jarvan IV,Sylas,Jinx,Seraphine,0
LOLTMNT06_107104,K'Sante,Sejuani,Hwei,Lucian,Nami,Gnar,Amumu,Qiyana,Miss Fortune,Janna,1
LOLTMNT03_204484,Jayce,Nidalee,Syndra,Ashe,Maokai,Jax,Lillia,Corki,Miss Fortune,Alistar,1
LOLTMNT03_205432,Gnar,Shyvana,Ziggs,Miss Fortune,Poppy,Jax,Sejuani,Mel,Jinx,Bard,0
LOLTMNT06_106084,Gangplank,Volibear,Xerath,Ashe,Thresh,Aatrox,Jarvan IV,Galio,Jinx,Rell,1
LOLTMNT06_106085,Garen,Nunu & Willump,Syndra,Kog'Maw,Seraphine,Irelia,Wukong,Gwen,Aphelios,Milio,1
LOLTMNT03_204501,Ornn,Skarner,Ekko,Varus,Rell,Yone,Wukong,Azir,Sivir,Lulu,1
LOLTMNT03_204514,Gragas,Viego,Ahri,Tristana,Poppy,Udyr,Wukong,Viktor,Draven,Rell,1
LOLTMNT03_204525,Yone,Kha'Zix,Galio,Tristana,Yuumi,Camille,Xin Zhao,Karma,Xayah,Rakan,0
LOLTMNT05_115043,K'Sante,Ivern,Azir,Varus,Leona,Gragas,Maokai,Smolder,Ezreal,Rell,1
LOLTMNT05_115044,Rumble,Xin Zhao,Taliyah,Kalista,Nautilus,Ambessa,Sejuani,Hwei,Ashe,Poppy,0
LOLTMNT05_115046,Gnar,Pantheon,Viktor,Zeri,Zilean,Ornn,Wukong,Aurelion Sol,Xayah,Rakan,0
LOLTMNT05_116037,Jax,Zyra,Corki,Caitlyn,Braum,Sion,Vi,Yone,Kai'Sa,Pyke,0
LOLTMNT05_115052,Camille,Volibear,Sylas,Miss Fortune,Lulu,Renekton,Jarvan IV,Aurora,Jhin,Karma,0
LOLTMNT03_204638,Rumble,Vi,Galio,Ezreal,Leona,Ornn,Pantheon,Viktor,Varus,Renata Glasc,1
LOLTMNT03_204661,Ambessa,Sejuani,Yone,Kai'Sa,Nautilus,K'Sante,Wukong,Swain,Corki,Poppy,0
LOLTMNT03_204670,Jax,Zyra,Corki,Varus,Alistar,Udyr,Nidalee,Jayce,Ashe,Rell,1
LOLTMNT03_205607,Rumble,Sejuani,Yone,Xayah,Braum,K'Sante,Skarner,Pantheon,Ziggs,Leona,1
LOLTMNT03_204673,K'Sante,Maokai,Taliyah,Kalista,Leona,Ambessa,Zyra,Sion,Kai'Sa,Alistar,1
LOLTMNT03_205626,Ambessa,Xin Zhao,Azir,Varus,Poppy,Jayce,Pantheon,Sylas,Ezreal,Braum,1
LOLTMNT06_107153,Ambessa,Skarner,Orianna,Jhin,Bard,Renekton,Ivern,Azir,Ashe,Braum,1
LOLTMNT03_204676,Aatrox,Lee Sin,LeBlanc,Ezreal,Poppy,Rumble,Pantheon,Viktor,Kai'Sa,Nautilus,0
LOLTMNT03_204684,Gragas,Poppy,Hwei,Varus,Alistar,Jayce,Vi,Sylas,Kai'Sa,Rell,0
LOLTMNT03_204692,K'Sante,Wukong,Ahri,Kai'Sa,Elise,Gwen,Viego,Viktor,Corki,Shen,0
LOLTMNT06_106169,Volibear,Ivern,Cho'Gath,Ezreal,Rakan,Camille,Skarner,Viktor,Varus,Leona,1
LOLTMNT03_204695,Aatrox,Sejuani,Hwei,Corki,Nautilus,Rumble,Pantheon,Vel'Koz,Jhin,Rell,1
LOLTMNT06_107175,Rumble,Pantheon,Aurora,Varus,Rakan,K'Sante,Zyra,Tristana,Ezreal,Leona,0
LOLTMNT03_205672,Jayce,Zyra,LeBlanc,Ashe,Alistar,Rumble,Vi,Syndra,Jinx,Rell,0
LOLTMNT03_205689,Sion,Xin Zhao,Diana,Ashe,Seraphine,Jax,Maokai,Ryze,Draven,Bard,1
LOLTMNT03_205688,Gangplank,Skarner,Aurora,Jinx,Lulu,Renekton,Ivern,Viktor,Ezreal,Bard,1
LOLTMNT06_106172,Zac,Vi,Xerath,Kai'Sa,Rell,Sion,Viego,Syndra,Corki,Braum,0
LOLTMNT06_107179,Sion,Xin Zhao,Syndra,Draven,Rell,Cho'Gath,Jarvan IV,Viktor,Miss Fortune,Nautilus,1
LOLTMNT03_204732,Renekton,Nocturne,Orianna,Kalista,Pyke,Ornn,Viego,Viktor,Caitlyn,Braum,0
LOLTMNT06_106175,Ornn,Viego,Ahri,Corki,Blitzcrank,Gwen,Maokai,Taliyah,Caitlyn,Alistar,0
LOLTMNT03_204740,Gnar,Wukong,Viktor,Sivir,Lulu,Ornn,Nocturne,Lux,Zeri,Yuumi,1
LOLTMNT06_106178,K'Sante,Sejuani,Vel'Koz,Ashe,Pantheon,Jax,Wukong,Orianna,Xayah,Janna,0
LOLTMNT03_205710,Akali,Xin Zhao,Aurelion Sol,Ashe,Renata Glasc,Anivia,Wukong,LeBlanc,Miss Fortune,Blitzcrank,1
LOLTMNT06_106180,Poppy,Kindred,Hwei,Aphelios,Galio,Gangplank,Sejuani,Akali,Kai'Sa,Elise,1
LOLTMNT03_204771,Galio,Jax,Sylas,Caitlyn,Karma,Kennen,Volibear,Tristana,Sivir,Yuumi,0
LOLTMNT05_116057,Ornn,Vi,Orianna,Ezreal,Leona,Aatrox,Maokai,Taliyah,Varus,Rell,0
LOLTMNT05_116059,K'Sante,Zyra,Tristana,Corki,Blitzcrank,Rumble,Skarner,Yone,Ashe,Alistar,0
LOLTMNT05_115078,Gnar,Xin Zhao,Viktor,Jhin,Rakan,Urgot,Pantheon,Ryze,Caitlyn,Thresh,1
LOLTMNT03_204882,Ambessa,Zyra,Corki,Miss Fortune,Nautilus,Jayce,Karthus,Yone,Varus,Rakan,1
LOLTMNT03_204891,Jax,Pantheon,Aurora,Ezreal,Karma,Urgot,Elise,Xerath,Kai'Sa,Lee Sin,1
LOLTMNT03_205869,K'Sante,Vi,Ahri,Kai'Sa,Poppy,Ambessa,Xin Zhao,Karma,Corki,Nautilus,0
LOLTMNT03_204907,Jayce,Maokai,Akali,Kalista,Neeko,Rumble,Nocturne,Syndra,Ezreal,Rell,0
LOLTMNT03_205905,Jayce,Nidalee,Yone,Ezreal,Leona,Rumble,Viego,Akali,Corki,Shen,1
LOLTMNT03_204946,K'Sante,Pantheon,Orianna,Kai'Sa,Pyke,Gnar,Vi,Galio,Varus,Rakan,0
LOLTMNT06_107202,Ambessa,Sejuani,Yone,Varus,Leona,Rumble,Vi,Ahri,Sivir,Alistar,1
LOLTMNT06_106203,Poppy,Nocturne,Aurora,Ashe,Lulu,Jax,Pantheon,Viktor,Kalista,Renata Glasc,0
LOLTMNT03_205951,K'Sante,Maokai,Smolder,Kai'Sa,Leona,Jayce,Sejuani,Azir,Miss Fortune,Rell,0
LOLTMNT06_106207,Ambessa,Sejuani,Sylas,Xayah,Rakan,Warwick,Nocturne,Orianna,Zeri,Rell,0
LOLTMNT03_205967,Camille,Lillia,Taliyah,Ezreal,Bard,Renekton,Wukong,Viktor,Twitch,Rakan,0
LOLTMNT03_205965,K'Sante,Wukong,Neeko,Jhin,Alistar,Ambessa,Lillia,Sylas,Ashe,Nautilus,0
LOLTMNT06_107215,Sion,Maokai,Corki,Jinx,Rell,Cho'Gath,Skarner,Viktor,Ezreal,Alistar,1
LOLTMNT03_205964,K'Sante,Viego,Syndra,Ezreal,Nautilus,Aurora,Pantheon,Ornn,Corki,Braum,0
LOLTMNT03_205991,Aatrox,Zyra,Yone,Sivir,Nautilus,Gragas,Vi,Orianna,Ashe,Veigar,1
LOLTMNT06_107218,K'Sante,Ivern,Azir,Jhin,Pantheon,Ambessa,Wukong,Hwei,Ashe,Rakan,0
LOLTMNT06_106210,Jayce,Xin Zhao,LeBlanc,Ezreal,Leona,Gragas,Darius,Vex,Varus,Alistar,0
LOLTMNT03_206022,K'Sante,Skarner,Viktor,Kai'Sa,Pantheon,Gwen,Wukong,Hwei,Ezreal,Braum,0
LOLTMNT03_205996,Jax,Maokai,Taliyah,Ezreal,Renata Glasc,K'Sante,Diana,Viktor,Kai'Sa,Nautilus,0
LOLTMNT06_107226,Poppy,Jarvan IV,Aurora,Varus,Renata Glasc,Jax,Xin Zhao,Galio,Sivir,Leona,1
LOLTMNT03_207029,Ambessa,Jarvan IV,Viktor,Kai'Sa,Nautilus,Pantheon,Maokai,Aurora,Ezreal,Poppy,0
LOLTMNT03_206058,Urgot,Lee Sin,Aurora,Miss Fortune,Leona,Sion,Ivern,LeBlanc,Sivir,Braum,0
LOLTMNT06_107240,Ambessa,Maokai,Hwei,Kai'Sa,Rakan,Jayce,Xin Zhao,Azir,Ezreal,Leona,1
LOLTMNT03_207200,Ambessa,Skarner,Orianna,Varus,Thresh,Jayce,Jarvan IV,Viktor,Sivir,Rell,1
LOLTMNT06_106233,Gnar,Vi,Orianna,Corki,Rell,Sion,Viego,Taliyah,Varus,Poppy,0
LOLTMNT03_206244,Rumble,Wukong,Syndra,Kalista,Leona,Irelia,Sejuani,Taliyah,Corki,Braum,1
LOLTMNT03_206242,Akali,Skarner,Aurora,Ezreal,Rell,K'Sante,Lillia,Mel,Corki,Nautilus,1
LOLTMNT06_107248,Rumble,Lee Sin,Ryze,Jhin,Nautilus,Ornn,Wukong,Ahri,Ashe,Alistar,0
LOLTMNT03_206255,K'Sante,Vi,Azir,Zeri,Rakan,Fiora,Volibear,Swain,Xayah,Nautilus,1
LOLTMNT06_106235,Cho'Gath,Darius,Akali,Varus,Rell,Sion,Lillia,Viktor,Corki,Leona,0
LOLTMNT03_207221,Gnar,Volibear,Anivia,Varus,Leona,Aatrox,Vi,Taliyah,Jhin,Rakan,0
LOLTMNT03_206261,Ambessa,Wukong,Aurora,Varus,Alistar,K'Sante,Xin Zhao,Orianna,Sivir,Poppy,0
LOLTMNT03_207234,Rumble,Xin Zhao,Viktor,Ashe,Poppy,Yone,Wukong,Syndra,Kai'Sa,Alistar,1
LOLTMNT06_106241,K'Sante,Viego,Tristana,Taliyah,Poppy,Gnar,Zyra,Hwei,Kalista,Renata Glasc,1
LOLTMNT03_206278,Ornn,Viego,Ryze,Ezreal,Braum,Aatrox,Maokai,Jayce,Kai'Sa,Zilean,1
LOLTMNT03_206280,Jax,Sejuani,Ziggs,Miss Fortune,Seraphine,Kennen,Jarvan IV,Galio,Caitlyn,Milio,0
LOLTMNT06_107257,Ornn,Xin Zhao,Syndra,Kai'Sa,Lulu,Shen,Ivern,Azir,Ezreal,Braum,0
LOLTMNT03_206288,Rumble,Jarvan IV,Viktor,Miss Fortune,Rell,Galio,Gwen,Yone,Ashe,Thresh,1
LOLTMNT03_206290,Camille,Ivern,Cho'Gath,Xayah,Lulu,Renekton,Amumu,Jayce,Tristana,Blitzcrank,1
LOLTMNT06_106254,Ambessa,Vi,Aurora,Varus,Leona,Warwick,Sejuani,Hwei,Kalista,Taric,1
LOLTMNT03_207359,K'Sante,Ivern,Syndra,Ezreal,Leona,Camille,Skarner,Viktor,Varus,Alistar,1
LOLTMNT03_207375,Sion,Lillia,Yone,Sivir,Rakan,Jax,Sejuani,Taliyah,Kai'Sa,Nautilus,1
LOLTMNT06_107272,K'Sante,Viego,Yone,Kai'Sa,Alistar,Gnar,Zyra,Smolder,Ezreal,Nautilus,1
LOLTMNT06_106258,Rumble,Pantheon,Taliyah,Nilah,Senna,Karma,Nocturne,Azir,Sivir,Rell,1
LOLTMNT03_206439,Rumble,Hecarim,Galio,Corki,Swain,Aatrox,Wukong,Orianna,Tristana,Karma,0
LOLTMNT06_106259,Gragas,Darius,Ahri,Ashe,Blitzcrank,Camille,Jarvan IV,Viktor,Zeri,Lulu,1
LOLTMNT06_107278,Olaf,Volibear,Orianna,Corki,Poppy,Cho'Gath,Dr. Mundo,Galio,Tristana,Elise,1
LOLTMNT06_106260,K'Sante,Sejuani,Yone,Corki,Rell,Rumble,Pantheon,Azir,Varus,Alistar,1
LOLTMNT06_107280,Ambessa,Xin Zhao,Akali,Ezreal,Rakan,Warwick,Nocturne,Orianna,Kalista,Poppy,0
LOLTMNT06_107281,Sion,Maokai,Tristana,Sivir,Nautilus,Gnar,Volibear,Aurora,Ashe,Braum,0
LOLTMNT06_106264,Jayce,Maokai,Yone,Corki,Poppy,Malphite,Wukong,Syndra,Ezreal,Rakan,0
LOLTMNT06_106265,Ambessa,Pantheon,Ahri,Zeri,Braum,Renekton,Xin Zhao,Vex,Sivir,Rell,0
LOLTMNT03_206516,Ambessa,Xin Zhao,Viktor,Ezreal,Rakan,K'Sante,Pantheon,Sylas,Varus,Braum,0
LOLTMNT03_206518,Kennen,Pantheon,Anivia,Varus,Braum,Ambessa,Xin Zhao,Corki,Caitlyn,Bard,1
LOLTMNT03_206522,Jax,Gwen,Orianna,Corki,Poppy,K'Sante,Xin Zhao,Azir,Zeri,Rakan,0
LOLTMNT03_207464,K'Sante,Taliyah,Ryze,Zeri,Rell,Rumble,Maokai,Corki,Miss Fortune,Alistar,1
LOLTMNT03_207473,Jax,Skarner,Azir,Sivir,Leona,Sion,Taliyah,Orianna,Varus,Braum,1
LOLTMNT06_107292,Ambessa,Wukong,Aurora,Miss Fortune,Leona,Jayce,Sejuani,Taliyah,Corki,Rell,0
LOLTMNT06_107293,K'Sante,Xin Zhao,Azir,Varus,Renata Glasc,Gwen,Vi,Ahri,Jhin,Bard,1
LOLTMNT03_207492,Ambessa,Skarner,Ahri,Jinx,Leona,K'Sante,Ivern,Taliyah,Ashe,Rell,0
LOLTMNT06_106275,Camille,Pantheon,Galio,Ezreal,Nautilus,Gnar,Nidalee,Fiora,Ashe,Braum,0
LOLTMNT03_206564,Gnar,Maokai,Azir,Ezreal,Poppy,K'Sante,Pantheon,Syndra,Varus,Rell,0
LOLTMNT03_206568,Jayce,Jarvan IV,Azir,Varus,Rakan,Ornn,Rumble,Corki,Sivir,Nautilus,1
LOLTMNT06_106277,Rumble,Nocturne,Akali,Nilah,Senna,Ornn,Viego,Yone,Sivir,Rakan,0
LOLTMNT03_207500,Jayce,Zyra,Sion,Miss Fortune,Rakan,Ambessa,Viego,Aurora,Corki,Leona,1
LOLTMNT03_206569,Maokai,Wukong,Orianna,Sivir,Rell,Ambessa,Viego,Syndra,Varus,Braum,1
LOLTMNT03_207506,Sion,Maokai,Syndra,Kai'Sa,Braum,Aatrox,Zyra,Smolder,Ezreal,Alistar,1
LOLTMNT03_206585,Ornn,Sejuani,Taliyah,Sivir,Lulu,Gwen,Darius,Karma,Jinx,Nautilus,0
LOLTMNT06_107301,Jax,Olaf,Orianna,Zeri,Lulu,Kennen,Jarvan IV,Syndra,Jinx,Blitzcrank,0
LOLTMNT03_206586,Gnar,Vi,Taliyah,Ezreal,Alistar,Jayce,Pantheon,Azir,Kai'Sa,Leona,1
LOLTMNT03_207519,Renekton,Lillia,Tristana,Ziggs,Bard,Gragas,Viego,Yone,Jhin,Karma,1
LOLTMNT06_106283,Ambessa,Nocturne,Orianna,Varus,Rell,Camille,Skarner,Syndra,Corki,Alistar,1
LOLTMNT03_206609,Cho'Gath,Xin Zhao,Ahri,Ashe,Renata Glasc,Aatrox,Lee Sin,Sylas,Caitlyn,Braum,0
LOLTMNT03_207530,Ornn,Jax,Aurora,Corki,Senna,Mordekaiser,Xin Zhao,Cho'Gath,Ashe,Lulu,1
LOLTMNT03_206614,Sejuani,Wukong,Akali,Zeri,Lulu,Gnar,Volibear,Viktor,Xayah,Poppy,1
LOLTMNT06_106286,K'Sante,Xin Zhao,Ryze,Xayah,Rakan,Rumble,Sejuani,Tristana,Jhin,Leona,1
LOLTMNT03_207538,K'Sante,Poppy,Ziggs,Jhin,Zac,Olaf,Ivern,Viktor,Zeri,Nautilus,1
LOLTMNT06_107305,Jayce,Maokai,Ahri,Ezreal,Nautilus,Gnar,Wukong,Aurora,Sivir,Yuumi,1
LOLTMNT03_207544,Gragas,Nocturne,Ahri,Twitch,Sona,Aatrox,Trundle,Ryze,Xayah,Rakan,1
LOLTMNT06_107307,Sion,Viego,Galio,Ashe,Braum,Darius,Pantheon,LeBlanc,Kai'Sa,Neeko,1
LOLTMNT06_106291,Dr. Mundo,Jarvan IV,Yone,Ziggs,Pyke,Cho'Gath,Jax,Hwei,Jinx,Lulu,1
LOLTMNT03_206642,Camille,Sejuani,Hwei,Zeri,Lulu,Ambessa,Xin Zhao,Xerath,Kai'Sa,Blitzcrank,1
LOLTMNT03_206654,Ambessa,Xin Zhao,Taliyah,Zeri,Yuumi,K'Sante,Pantheon,Zoe,Draven,Karma,1
LOLTMNT03_206675,Jayce,Sejuani,Azir,Samira,Nautilus,Ambessa,Xin Zhao,Sylas,Varus,Lulu,1
LOLTMNT03_206676,Ambessa,Vi,Aurora,Miss Fortune,Rakan,K'Sante,Zyra,Corki,Ezreal,Rell,0
LOLTMNT03_207614,Ambessa,Sejuani,Azir,Miss Fortune,Rell,Jax,Maokai,Yone,Kalista,Rakan,1
LOLTMNT03_206681,Galio,Viego,Syndra,Ashe,Nautilus,Rumble,Pantheon,Viktor,Varus,Braum,1
LOLTMNT03_206700,Udyr,Wukong,LeBlanc,Xayah,Alistar,Aatrox,Maokai,Azir,Kai'Sa,Leona,1
LOLTMNT03_206710,Jayce,Maokai,Viktor,Xayah,Alistar,K'Sante,Zyra,Corki,Miss Fortune,Nautilus,0
LOLTMNT03_206713,Camille,Sejuani,Taliyah,Kalista,Renata Glasc,Rumble,Vi,Tristana,Caitlyn,Karma,1
LOLTMNT06_107315,Ambessa,Maokai,Akali,Ezreal,Rakan,Renekton,Sejuani,Orianna,Varus,Alistar,1
LOLTMNT06_107321,Ornn,Xin Zhao,Azir,Corki,Nautilus,Gwen,Vi,Taliyah,Kalista,Rell,0
LOLTMNT06_106303,Dr. Mundo,Pantheon,Yone,Ziggs,Galio,Aurora,Volibear,Smolder,Kai'Sa,Leona,0
LOLTMNT03_206786,Jayce,Vi,Mel,Kai'Sa,Nautilus,Ambessa,Zyra,Taliyah,Xayah,Alistar,1
